company_id,year,operating_activity,cash_from_operations_cr,cfo_quality_score,cfo_quality_label
HCLTECH,Mar-22,16900.0,16900.0,1.0,Strong
HCLTECH,Mar-23,18009.0,18009.0,1.0,Strong
HCLTECH,Mar-24,22448.0,22448.0,1.0,Strong
HDFCBANK,Mar-13,-5847.0,-5847.0,1.0,Strong
HDFCBANK,Mar-14,4211.0,4211.0,1.0,Strong
HDFCBANK,Mar-15,-21281.0,-21281.0,1.0,Strong
HDFCBANK,Mar-16,-34435.0,-34435.0,1.0,Strong
HDFCBANK,Mar-17,17282.0,17282.0,1.0,Strong
HDFCBANK,Mar-18,17214.0,17214.0,1.0,Strong
HDFCBANK,Mar-19,-62872.0,-62872.0,1.0,Strong
HDFCBANK,Mar-20,-16869.0,-16869.0,1.0,Strong
HDFCBANK,Mar-21,42476.0,42476.0,1.0,Strong
HDFCBANK,Mar-22,-11960.0,-11960.0,1.0,Strong
HDFCBANK,Mar-23,20814.0,20814.0,1.0,Strong
HDFCBANK,Mar-24,19069.0,19069.0,1.0,Strong
HDFCLIFE,Mar-13,,,,Unknown
HDFCLIFE,Mar-14,,,,Unknown
HDFCLIFE,Mar-15,4459.0,4459.0,1.0,Strong
HDFCLIFE,Mar-16,5687.0,5687.0,1.0,Strong
HDFCLIFE,Mar-17,6230.0,6230.0,1.0,Strong
HDFCLIFE,Mar-18,6739.0,6739.0,1.0,Strong
HDFCLIFE,Mar-19,9868.0,9868.0,1.0,Strong
HDFCLIFE,Mar-20,7388.0,7388.0,1.0,Strong
HDFCLIFE,Mar-21,9703.0,9703.0,1.0,Strong
HDFCLIFE,Mar-22,5943.0,5943.0,1.0,Strong
HDFCLIFE,Mar-23,6883.0,6883.0,1.0,Strong
HDFCLIFE,Mar-24,10721.0,10721.0,1.0,Strong
HEROMOTOCO,Mar-14,2963.0,2963.0,1.0,Strong
HEROMOTOCO,Mar-15,2186.0,2186.0,1.0,Strong
HEROMOTOCO,Mar-16,3722.0,3722.0,1.0,Strong
HEROMOTOCO,Mar-17,4007.0,4007.0,1.0,Strong
HEROMOTOCO,Mar-18,4017.0,4017.0,1.0,Strong
HEROMOTOCO,Mar-19,1032.0,1032.0,1.0,Strong
HEROMOTOCO,Mar-20,5518.0,5518.0,1.0,Strong
HEROMOTOCO,Mar-21,4110.0,4110.0,1.0,Strong
HEROMOTOCO,Mar-22,2104.0,2104.0,1.0,Strong
HEROMOTOCO,Mar-23,2614.0,2614.0,1.0,Strong
HEROMOTOCO,Mar-24,4923.0,4923.0,1.0,Strong
HINDALCO,Mar-13,2977.0,2977.0,1.0,Strong
HINDALCO,Mar-14,7956.0,7956.0,1.0,Strong
HINDALCO,Mar-15,7143.0,7143.0,1.0,Strong
HINDALCO,Mar-16,11688.0,11688.0,1.0,Strong
HINDALCO,Mar-17,12687.0,12687.0,1.0,Strong
HINDALCO,Mar-18,10898.0,10898.0,1.0,Strong
HINDALCO,Mar-19,11977.0,11977.0,1.0,Strong
HINDALCO,Mar-20,12745.0,12745.0,1.0,Strong
HINDALCO,Mar-21,17232.0,17232.0,1.0,Strong
HINDALCO,Mar-22,16838.0,16838.0,1.0,Strong
HINDALCO,Mar-23,19208.0,19208.0,1.0,Strong
HINDALCO,Mar-24,24056.0,24056.0,1.0,Strong
HINDUNILVR,Mar-13,3605.0,3605.0,1.0,Strong
HINDUNILVR,Mar-14,3818.0,3818.0,1.0,Strong
HINDUNILVR,Mar-15,3292.0,3292.0,1.0,Strong
HINDUNILVR,Mar-16,4171.0,4171.0,1.0,Strong
HINDUNILVR,Mar-17,5185.0,5185.0,1.0,Strong
HINDUNILVR,Mar-18,6059.0,6059.0,1.0,Strong
HINDUNILVR,Mar-19,5800.0,5800.0,1.0,Strong
HINDUNILVR,Mar-20,7623.0,7623.0,1.0,Strong
HINDUNILVR,Mar-21,9163.0,9163.0,1.0,Strong
HINDUNILVR,Mar-22,9048.0,9048.0,1.0,Strong
HINDUNILVR,Mar-23,9991.0,9991.0,1.0,Strong
HINDUNILVR,Mar-24,15469.0,15469.0,1.0,Strong
ICICIBANK,Mar-13,17494.0,17494.0,1.0,Strong
ICICIBANK,Mar-14,6765.0,6765.0,1.0,Strong
ICICIBANK,Mar-15,-12273.0,-12273.0,1.0,Strong
ICICIBANK,Mar-16,23645.0,23645.0,1.0,Strong
ICICIBANK,Mar-17,52636.0,52636.0,1.0,Strong
ICICIBANK,Mar-18,19383.0,19383.0,1.0,Strong
ICICIBANK,Mar-19,48671.0,48671.0,1.0,Strong
ICICIBANK,Mar-20,79565.0,79565.0,1.0,Strong
ICICIBANK,Mar-21,138015.0,138015.0,1.0,Strong
ICICIBANK,Mar-22,58111.0,58111.0,1.0,Strong
ICICIBANK,Mar-23,-3771.0,-3771.0,1.0,Strong
ICICIBANK,Mar-24,157284.0,157284.0,1.0,Strong
ICICIGI,Mar-13,984.0,984.0,1.0,Strong
ICICIGI,Mar-14,595.0,595.0,1.0,Strong
ICICIGI,Mar-15,-98.0,-98.0,1.0,Strong
ICICIGI,Mar-16,511.0,511.0,1.0,Strong
ICICIGI,Mar-17,1628.0,1628.0,1.0,Strong
ICICIGI,Mar-18,2390.0,2390.0,1.0,Strong
ICICIGI,Mar-19,2976.0,2976.0,1.0,Strong
ICICIGI,Mar-20,3433.0,3433.0,1.0,Strong
ICICIGI,Mar-21,1774.0,1774.0,1.0,Strong
ICICIGI,Mar-22,809.0,809.0,1.0,Strong
ICICIGI,Mar-23,2290.0,2290.0,1.0,Strong
ICICIGI,Mar-24,2407.0,2407.0,1.0,Strong
ICICIPRULI,Mar-13,-2641.0,-2641.0,1.0,Strong
ICICIPRULI,Mar-14,-2382.0,-2382.0,1.0,Strong
ICICIPRULI,Mar-15,523.0,523.0,1.0,Strong
ICICIPRULI,Mar-16,3634.0,3634.0,1.0,Strong
ICICIPRULI,Mar-17,4130.0,4130.0,1.0,Strong
ICICIPRULI,Mar-18,5690.0,5690.0,1.0,Strong
ICICIPRULI,Mar-19,11377.0,11377.0,1.0,Strong
ICICIPRULI,Mar-20,8596.0,8596.0,1.0,Strong
ICICIPRULI,Mar-21,7314.0,7314.0,1.0,Strong
ICICIPRULI,Mar-22,1831.0,1831.0,1.0,Strong
ICICIPRULI,Mar-23,89.0,89.0,1.0,Strong
ICICIPRULI,Mar-24,-7315.0,-7315.0,1.0,Strong
INDIGO,Mar-13,1741.0,1741.0,1.0,Strong
INDIGO,Mar-14,1595.0,1595.0,1.0,Strong
INDIGO,Mar-15,2384.0,2384.0,1.0,Strong
INDIGO,Mar-16,3116.0,3116.0,1.0,Strong
INDIGO,Mar-17,3782.0,3782.0,1.0,Strong
INDIGO,Mar-18,3903.0,3903.0,1.0,Strong
INDIGO,Mar-19,3160.0,3160.0,1.0,Strong
INDIGO,Mar-20,6943.0,6943.0,1.0,Strong
INDIGO,Mar-21,-1620.0,-1620.0,1.0,Strong
INDIGO,Mar-22,2064.0,2064.0,1.0,Strong
INDIGO,Mar-23,12703.0,12703.0,1.0,Strong
INDIGO,Mar-24,21183.0,21183.0,1.0,Strong
INDUSINDBK,Mar-13,-486.0,-486.0,1.0,Strong
INDUSINDBK,Mar-14,-4106.0,-4106.0,1.0,Strong
INDUSINDBK,Mar-15,-1421.0,-1421.0,1.0,Strong
INDUSINDBK,Mar-16,-2927.0,-2927.0,1.0,Strong
INDUSINDBK,Mar-17,11569.0,11569.0,1.0,Strong
INDUSINDBK,Mar-18,-20700.0,-20700.0,1.0,Strong
INDUSINDBK,Mar-19,-6389.0,-6389.0,1.0,Strong
INDUSINDBK,Mar-20,-12039.0,-12039.0,1.0,Strong
INDUSINDBK,Mar-21,44646.0,44646.0,1.0,Strong
INDUSINDBK,Mar-22,16600.0,16600.0,1.0,Strong
INDUSINDBK,Mar-23,-12438.0,-12438.0,1.0,Strong
INDUSINDBK,Mar-24,-16843.0,-16843.0,1.0,Strong
INFY,Mar-13,7373.0,7373.0,1.0,Strong
INFY,Mar-14,9825.0,9825.0,1.0,Strong
INFY,Mar-15,8353.0,8353.0,1.0,Strong
INFY,Mar-16,10028.0,10028.0,1.0,Strong
INFY,Mar-17,11531.0,11531.0,1.0,Strong
INFY,Mar-18,13218.0,13218.0,1.0,Strong
INFY,Mar-19,14841.0,14841.0,1.0,Strong
INFY,Mar-20,17003.0,17003.0,1.0,Strong
INFY,Mar-21,23224.0,23224.0,1.0,Strong
INFY,Mar-22,23885.0,23885.0,1.0,Strong
INFY,Mar-23,22467.0,22467.0,1.0,Strong
INFY,Mar-24,25210.0,25210.0,1.0,Strong
IOC,Mar-13,9340.0,9340.0,1.0,Strong
IOC,Mar-14,24195.0,24195.0,1.0,Strong
IOC,Mar-15,46092.0,46092.0,1.0,Strong
IOC,Mar-16,25624.0,25624.0,1.0,Strong
IOC,Mar-17,28216.0,28216.0,1.0,Strong
IOC,Mar-18,29115.0,29115.0,1.0,Strong
IOC,Mar-19,12747.0,12747.0,1.0,Strong
IOC,Mar-20,7146.0,7146.0,1.0,Strong
IOC,Mar-21,49650.0,49650.0,1.0,Strong
IOC,Mar-22,25747.0,25747.0,1.0,Strong
IOC,Mar-23,29644.0,29644.0,1.0,Strong
IOC,Mar-24,71099.0,71099.0,1.0,Strong
IRCTC,Mar-15,69.0,69.0,1.0,Strong
IRCTC,Mar-16,288.0,288.0,1.0,Strong
IRCTC,Mar-17,338.0,338.0,1.0,Strong
IRCTC,Mar-18,24.0,24.0,1.0,Strong
IRCTC,Mar-19,499.0,499.0,1.0,Strong
IRCTC,Mar-20,409.0,409.0,1.0,Strong
IRCTC,Mar-21,248.0,248.0,1.0,Strong
IRCTC,Mar-22,524.0,524.0,1.0,Strong
IRCTC,Mar-23,812.0,812.0,1.0,Strong
IRCTC,Mar-24,882.0,882.0,1.0,Strong
IRFC,Mar-16,-16378.0,-16378.0,1.0,Strong
IRFC,Mar-17,-19455.0,-19455.0,1.0,Strong
IRFC,Mar-18,-28076.0,-28076.0,1.0,Strong
IRFC,Mar-19,-41748.0,-41748.0,1.0,Strong
IRFC,Mar-20,-62701.0,-62701.0,1.0,Strong
IRFC,Mar-21,-89907.0,-89907.0,1.0,Strong
IRFC,Mar-22,-64412.0,-64412.0,1.0,Strong
IRFC,Mar-23,-28588.0,-28588.0,1.0,Strong
IRFC,Mar-24,7914.0,7914.0,1.0,Strong
ITC,Mar-13,7102.0,7102.0,1.0,Strong
ITC,Mar-14,7344.0,7344.0,1.0,Strong
ITC,Mar-15,9843.0,9843.0,1.0,Strong
ITC,Mar-16,9799.0,9799.0,1.0,Strong
ITC,Mar-17,10627.0,10627.0,1.0,Strong
ITC,Mar-18,13169.0,13169.0,1.0,Strong
ITC,Mar-19,12583.0,12583.0,1.0,Strong
ITC,Mar-20,14690.0,14690.0,1.0,Strong
ITC,Mar-21,12527.0,12527.0,1.0,Strong
ITC,Mar-22,15776.0,15776.0,1.0,Strong
ITC,Mar-23,18878.0,18878.0,1.0,Strong
ITC,Mar-24,17179.0,17179.0,1.0,Strong
JINDALSTEL,Mar-13,3522.0,3522.0,1.0,Strong
JINDALSTEL,Mar-14,4580.0,4580.0,1.0,Strong
JINDALSTEL,Mar-15,1182.0,1182.0,1.0,Strong
JINDALSTEL,Mar-16,4333.0,4333.0,1.0,Strong
JINDALSTEL,Mar-17,6850.0,6850.0,1.0,Strong
JINDALSTEL,Mar-18,7724.0,7724.0,1.0,Strong
JINDALSTEL,Mar-19,9027.0,9027.0,1.0,Strong
JINDALSTEL,Mar-20,8814.0,8814.0,1.0,Strong
JINDALSTEL,Mar-21,11961.0,11961.0,1.0,Strong
JINDALSTEL,Mar-22,16048.0,16048.0,1.0,Strong
JINDALSTEL,Mar-23,7347.0,7347.0,1.0,Strong
JINDALSTEL,Mar-24,6008.0,6008.0,1.0,Strong
JIOFIN,Mar-23,2055.0,2055.0,1.0,Strong
JIOFIN,Mar-24,-678.0,-678.0,1.0,Strong
JSWENERGY,Mar-13,1725.0,1725.0,1.0,Strong
JSWENERGY,Mar-14,2269.0,2269.0,1.0,Strong
JSWENERGY,Mar-15,3394.0,3394.0,1.0,Strong
JSWENERGY,Mar-16,3538.0,3538.0,1.0,Strong
JSWENERGY,Mar-17,3853.0,3853.0,1.0,Strong
JSWENERGY,Mar-18,3934.0,3934.0,1.0,Strong
JSWENERGY,Mar-19,2491.0,2491.0,1.0,Strong
JSWENERGY,Mar-20,2082.0,2082.0,1.0,Strong
JSWENERGY,Mar-21,3700.0,3700.0,1.0,Strong
JSWENERGY,Mar-22,2952.0,2952.0,1.0,Strong
JSWENERGY,Mar-23,2084.0,2084.0,1.0,Strong
JSWENERGY,Mar-24,6234.0,6234.0,1.0,Strong
JSWSTEEL,Mar-13,5844.0,5844.0,1.0,Strong
JSWSTEEL,Mar-14,2594.0,2594.0,1.0,Strong
JSWSTEEL,Mar-15,7876.0,7876.0,1.0,Strong
JSWSTEEL,Mar-16,6897.0,6897.0,1.0,Strong
JSWSTEEL,Mar-17,7888.0,7888.0,1.0,Strong
JSWSTEEL,Mar-18,12379.0,12379.0,1.0,Strong
JSWSTEEL,Mar-19,14633.0,14633.0,1.0,Strong
JSWSTEEL,Mar-20,12785.0,12785.0,1.0,Strong
JSWSTEEL,Mar-21,18789.0,18789.0,1.0,Strong
JSWSTEEL,Mar-22,26270.0,26270.0,1.0,Strong
JSWSTEEL,Mar-23,23323.0,23323.0,1.0,Strong
JSWSTEEL,Mar-24,12078.0,12078.0,1.0,Strong
KOTAKBANK,Mar-13,2878.0,2878.0,1.0,Strong
KOTAKBANK,Mar-14,9068.0,9068.0,1.0,Strong
KOTAKBANK,Mar-15,2302.0,2302.0,1.0,Strong
KOTAKBANK,Mar-16,5025.0,5025.0,1.0,Strong
KOTAKBANK,Mar-17,13222.0,13222.0,1.0,Strong
KOTAKBANK,Mar-18,-10392.0,-10392.0,1.0,Strong
KOTAKBANK,Mar-19,1822.0,1822.0,1.0,Strong
KOTAKBANK,Mar-20,46619.0,46619.0,1.0,Strong
KOTAKBANK,Mar-21,4881.0,4881.0,1.0,Strong
KOTAKBANK,Mar-22,8308.0,8308.0,1.0,Strong
KOTAKBANK,Mar-23,-1242.0,-1242.0,1.0,Strong
KOTAKBANK,Mar-24,15685.0,15685.0,1.0,Strong
LICI,Mar-19,13274.0,13274.0,1.0,Strong
LICI,Mar-20,54367.0,54367.0,1.0,Strong
LICI,Mar-21,80602.0,80602.0,1.0,Strong
LICI,Mar-22,-3783.0,-3783.0,1.0,Strong
LICI,Mar-23,54519.0,54519.0,1.0,Strong
LICI,Mar-24,26122.0,26122.0,1.0,Strong
LODHA,Mar-16,387.0,387.0,1.0,Strong
LODHA,Mar-17,1469.0,1469.0,1.0,Strong
LODHA,Mar-18,696.0,696.0,1.0,Strong
LODHA,Mar-19,-463.0,-463.0,1.0,Strong
LODHA,Mar-20,3772.0,3772.0,1.0,Strong
LODHA,Mar-21,2524.0,2524.0,1.0,Strong
LODHA,Mar-22,1998.0,1998.0,1.0,Strong
LODHA,Mar-23,2750.0,2750.0,1.0,Strong
LODHA,Mar-24,2512.0,2512.0,1.0,Strong
LT,Mar-13,-4355.0,-4355.0,1.0,Strong
LT,Mar-14,-7143.0,-7143.0,1.0,Strong
LT,Mar-15,-1365.0,-1365.0,1.0,Strong
LT,Mar-16,-3240.0,-3240.0,1.0,Strong
LT,Mar-17,6655.0,6655.0,1.0,Strong
LT,Mar-18,-10031.0,-10031.0,1.0,Strong
LT,Mar-19,-4756.0,-4756.0,1.0,Strong
LT,Mar-20,6694.0,6694.0,1.0,Strong
LT,Mar-21,23074.0,23074.0,1.0,Strong
LT,Mar-22,19164.0,19164.0,1.0,Strong
LT,Mar-23,22777.0,22777.0,1.0,Strong
LT,Mar-24,18266.0,18266.0,1.0,Strong
LTIM,Mar-13,608.0,608.0,1.0,Strong
LTIM,Mar-14,628.0,628.0,1.0,Strong
LTIM,Mar-15,642.0,642.0,1.0,Strong
LTIM,Mar-16,858.0,858.0,1.0,Strong
LTIM,Mar-17,1170.0,1170.0,1.0,Strong
LTIM,Mar-18,844.0,844.0,1.0,Strong
LTIM,Mar-19,1395.0,1395.0,1.0,Strong
LTIM,Mar-20,1644.0,1644.0,1.0,Strong
LTIM,Mar-21,2400.0,2400.0,1.0,Strong
LTIM,Mar-22,3251.0,3251.0,1.0,Strong
LTIM,Mar-23,3095.0,3095.0,1.0,Strong
LTIM,Mar-24,5670.0,5670.0,1.0,Strong
M&M,Mar-13,-922.0,-922.0,1.0,Strong
M&M,Mar-14,-244.0,-244.0,1.0,Strong
M&M,Mar-15,1055.0,1055.0,1.0,Strong
M&M,Mar-16,2385.0,2385.0,1.0,Strong
M&M,Mar-17,183.0,183.0,1.0,Strong
M&M,Mar-18,682.0,682.0,1.0,Strong
M&M,Mar-19,-4347.0,-4347.0,1.0,Strong
M&M,Mar-20,-1457.0,-1457.0,1.0,Strong
M&M,Mar-21,17909.0,17909.0,1.0,Strong
M&M,Mar-22,9248.0,9248.0,1.0,Strong
M&M,Mar-23,-7074.0,-7074.0,1.0,Strong
M&M,Mar-24,-5630.0,-5630.0,1.0,Strong
MARUTI,Mar-13,4059.0,4059.0,1.0,Strong
MARUTI,Mar-14,4995.0,4995.0,1.0,Strong
MARUTI,Mar-15,6449.0,6449.0,1.0,Strong
MARUTI,Mar-16,8482.0,8482.0,1.0,Strong
MARUTI,Mar-17,10282.0,10282.0,1.0,Strong
MARUTI,Mar-18,11788.0,11788.0,1.0,Strong
MARUTI,Mar-19,6601.0,6601.0,1.0,Strong
MARUTI,Mar-20,3496.0,3496.0,1.0,Strong
MARUTI,Mar-21,8856.0,8856.0,1.0,Strong
MARUTI,Mar-22,1840.0,1840.0,1.0,Strong
MARUTI,Mar-23,10815.0,10815.0,1.0,Strong
MARUTI,Mar-24,16801.0,16801.0,1.0,Strong
MOTHERSON,Mar-13,1486.0,1486.0,1.0,Strong
MOTHERSON,Mar-14,2695.0,2695.0,1.0,Strong
MOTHERSON,Mar-15,3390.0,3390.0,1.0,Strong
MOTHERSON,Mar-16,2188.0,2188.0,1.0,Strong
MOTHERSON,Mar-17,3800.0,3800.0,1.0,Strong
MOTHERSON,Mar-18,3264.0,3264.0,1.0,Strong
MOTHERSON,Mar-19,4312.0,4312.0,1.0,Strong
MOTHERSON,Mar-20,6352.0,6352.0,1.0,Strong
MOTHERSON,Mar-21,5051.0,5051.0,1.0,Strong
MOTHERSON,Mar-22,2463.0,2463.0,1.0,Strong
MOTHERSON,Mar-23,4643.0,4643.0,1.0,Strong
MOTHERSON,Mar-24,7569.0,7569.0,1.0,Strong
NAUKRI,Mar-13,75.0,75.0,1.0,Strong
NAUKRI,Mar-14,81.0,81.0,1.0,Strong
NAUKRI,Mar-15,51.0,51.0,1.0,Strong
NAUKRI,Mar-16,78.0,78.0,1.0,Strong
NAUKRI,Mar-17,213.0,213.0,1.0,Strong
NAUKRI,Mar-18,253.0,253.0,1.0,Strong
NAUKRI,Mar-19,276.0,276.0,1.0,Strong
NAUKRI,Mar-20,350.0,350.0,1.0,Strong
NAUKRI,Mar-21,276.0,276.0,1.0,Strong
NAUKRI,Mar-22,707.0,707.0,1.0,Strong
NAUKRI,Mar-23,512.0,512.0,1.0,Strong
NAUKRI,Mar-24,702.0,702.0,1.0,Strong
NESTLEIND,Dec-13,1796.0,1796.0,1.0,Strong
NESTLEIND,Dec-14,1644.0,1644.0,1.0,Strong
NESTLEIND,Dec-15,1098.0,1098.0,1.0,Strong
NESTLEIND,Dec-16,1466.0,1466.0,1.0,Strong
NESTLEIND,Dec-17,1818.0,1818.0,1.0,Strong
NESTLEIND,Dec-18,2052.0,2052.0,1.0,Strong
NESTLEIND,Dec-19,2295.0,2295.0,1.0,Strong
NESTLEIND,Dec-20,2454.0,2454.0,1.0,Strong
NESTLEIND,Dec-21,2236.0,2236.0,1.0,Strong
NESTLEIND,Dec-22,2737.0,2737.0,1.0,Strong
NESTLEIND,Dec-23,3392.0,3392.0,1.0,Strong
NESTLEIND,Mar-24,4175.0,4175.0,1.0,Strong
NHPC,Mar-13,2846.0,2846.0,1.0,Strong
NHPC,Mar-14,3824.0,3824.0,1.0,Strong
NHPC,Mar-15,4061.0,4061.0,1.0,Strong
NHPC,Mar-16,5971.0,5971.0,1.0,Strong
NHPC,Mar-17,8329.0,8329.0,1.0,Strong
NHPC,Mar-18,4696.0,4696.0,1.0,Strong
NHPC,Mar-19,3824.0,3824.0,1.0,Strong
NHPC,Mar-20,2993.0,2993.0,1.0,Strong
NHPC,Mar-21,5070.0,5070.0,1.0,Strong
NHPC,Mar-22,4590.0,4590.0,1.0,Strong
NHPC,Mar-23,4705.0,4705.0,1.0,Strong
NHPC,Mar-24,6938.0,6938.0,1.0,Strong
NTPC,Mar-13,16508.0,16508.0,1.0,Strong
NTPC,Mar-14,16531.0,16531.0,1.0,Strong
NTPC,Mar-15,14889.0,14889.0,1.0,Strong
NTPC,Mar-16,24125.0,24125.0,1.0,Strong
NTPC,Mar-17,20167.0,20167.0,1.0,Strong
NTPC,Mar-18,19670.0,19670.0,1.0,Strong
NTPC,Mar-19,18686.0,18686.0,1.0,Strong
NTPC,Mar-20,23890.0,23890.0,1.0,Strong
NTPC,Mar-21,32444.0,32444.0,1.0,Strong
NTPC,Mar-22,41788.0,41788.0,1.0,Strong
NTPC,Mar-23,47152.0,47152.0,1.0,Strong
NTPC,Mar-24,40785.0,40785.0,1.0,Strong
ONGC,Mar-13,39874.0,39874.0,1.0,Strong
ONGC,Mar-14,53270.0,53270.0,1.0,Strong
ONGC,Mar-15,33950.0,33950.0,1.0,Strong
ONGC,Mar-16,46292.0,46292.0,1.0,Strong
ONGC,Mar-17,45780.0,45780.0,1.0,Strong
ONGC,Mar-18,56792.0,56792.0,1.0,Strong
ONGC,Mar-19,61458.0,61458.0,1.0,Strong
ONGC,Mar-20,70593.0,70593.0,1.0,Strong
ONGC,Mar-21,47185.0,47185.0,1.0,Strong
ONGC,Mar-22,78248.0,78248.0,1.0,Strong
ONGC,Mar-23,86062.0,86062.0,1.0,Strong
ONGC,Mar-24,99263.0,99263.0,1.0,Strong
PFC,Mar-13,-25102.0,-25102.0,1.0,Strong
PFC,Mar-14,-22473.0,-22473.0,1.0,Strong
PFC,Mar-15,-21455.0,-21455.0,1.0,Strong
PFC,Mar-16,-13298.0,-13298.0,1.0,Strong
PFC,Mar-17,1795.0,1795.0,1.0,Strong
PFC,Mar-18,-57148.0,-57148.0,1.0,Strong
PFC,Mar-19,-80252.0,-80252.0,1.0,Strong
PFC,Mar-20,-42148.0,-42148.0,1.0,Strong
PFC,Mar-21,-59143.0,-59143.0,1.0,Strong
PFC,Mar-22,4904.0,4904.0,1.0,Strong
PFC,Mar-23,-74717.0,-74717.0,1.0,Strong
PFC,Mar-24,-97820.0,-97820.0,1.0,Strong
PIDILITIND,Mar-13,472.0,472.0,1.0,Strong
PIDILITIND,Mar-14,394.0,394.0,1.0,Strong
PIDILITIND,Mar-15,552.0,552.0,1.0,Strong
PIDILITIND,Mar-16,907.0,907.0,1.0,Strong
PIDILITIND,Mar-17,794.0,794.0,1.0,Strong
PIDILITIND,Mar-18,796.0,796.0,1.0,Strong
PIDILITIND,Mar-19,845.0,845.0,1.0,Strong
PIDILITIND,Mar-20,1280.0,1280.0,1.0,Strong
PIDILITIND,Mar-21,1392.0,1392.0,1.0,Strong
PIDILITIND,Mar-22,955.0,955.0,1.0,Strong
PIDILITIND,Mar-23,1558.0,1558.0,1.0,Strong
PIDILITIND,Mar-24,2724.0,2724.0,1.0,Strong
PNB,Mar-13,-692.0,-692.0,1.0,Strong
PNB,Mar-14,16906.0,16906.0,1.0,Strong
PNB,Mar-15,4814.0,4814.0,1.0,Strong
PNB,Mar-16,14167.0,14167.0,1.0,Strong
PNB,Mar-17,21938.0,21938.0,1.0,Strong
PNB,Mar-18,-1742.0,-1742.0,1.0,Strong
PNB,Mar-19,-33532.0,-33532.0,1.0,Strong
PNB,Mar-20,-12793.0,-12793.0,1.0,Strong
PNB,Mar-21,30950.0,30950.0,1.0,Strong
PNB,Mar-22,20032.0,20032.0,1.0,Strong
PNB,Mar-23,22592.0,22592.0,1.0,Strong
PNB,Mar-24,-27939.0,-27939.0,1.0,Strong
POWERGRID,Mar-13,11690.0,11690.0,1.0,Strong
POWERGRID,Mar-14,15223.0,15223.0,1.0,Strong
POWERGRID,Mar-15,15800.0,15800.0,1.0,Strong
POWERGRID,Mar-16,15008.0,15008.0,1.0,Strong
POWERGRID,Mar-17,21575.0,21575.0,1.0,Strong
POWERGRID,Mar-18,22710.0,22710.0,1.0,Strong
POWERGRID,Mar-19,23271.0,23271.0,1.0,Strong
POWERGRID,Mar-20,30739.0,30739.0,1.0,Strong
POWERGRID,Mar-21,29403.0,29403.0,1.0,Strong
POWERGRID,Mar-22,26124.0,26124.0,1.0,Strong
POWERGRID,Mar-23,40203.0,40203.0,1.0,Strong
POWERGRID,Mar-24,37290.0,37290.0,1.0,Strong
RECLTD,Mar-13,-20059.0,-20059.0,1.0,Strong
RECLTD,Mar-14,-17244.0,-17244.0,1.0,Strong
RECLTD,Mar-15,-23898.0,-23898.0,1.0,Strong
RECLTD,Mar-16,-13278.0,-13278.0,1.0,Strong
RECLTD,Mar-17,6805.0,6805.0,1.0,Strong
RECLTD,Mar-18,-32510.0,-32510.0,1.0,Strong
RECLTD,Mar-19,-35866.0,-35866.0,1.0,Strong
RECLTD,Mar-20,-32712.0,-32712.0,1.0,Strong
RECLTD,Mar-21,-43512.0,-43512.0,1.0,Strong
RECLTD,Mar-22,-819.0,-819.0,1.0,Strong
RECLTD,Mar-23,-37360.0,-37360.0,1.0,Strong
RECLTD,Mar-24,-57723.0,-57723.0,1.0,Strong
RELIANCE,Mar-13,36918.0,36918.0,1.0,Strong
RELIANCE,Mar-14,43261.0,43261.0,1.0,Strong
RELIANCE,Mar-15,34374.0,34374.0,1.0,Strong
RELIANCE,Mar-16,38134.0,38134.0,1.0,Strong
RELIANCE,Mar-17,49550.0,49550.0,1.0,Strong
RELIANCE,Mar-18,71459.0,71459.0,1.0,Strong
RELIANCE,Mar-19,42346.0,42346.0,1.0,Strong
RELIANCE,Mar-20,94877.0,94877.0,1.0,Strong
RELIANCE,Mar-21,26958.0,26958.0,1.0,Strong
RELIANCE,Mar-22,110654.0,110654.0,1.0,Strong
RELIANCE,Mar-23,115032.0,115032.0,1.0,Strong
RELIANCE,Mar-24,158788.0,158788.0,1.0,Strong
SBILIFE,Mar-13,1130.0,1130.0,1.0,Strong
SBILIFE,Mar-14,166.0,166.0,1.0,Strong
SBILIFE,Mar-15,2711.0,2711.0,1.0,Strong
SBILIFE,Mar-16,5778.0,5778.0,1.0,Strong
SBILIFE,Mar-17,8525.0,8525.0,1.0,Strong
SBILIFE,Mar-18,10395.0,10395.0,1.0,Strong
SBILIFE,Mar-19,13473.0,13473.0,1.0,Strong
SBILIFE,Mar-20,19299.0,19299.0,1.0,Strong
SBILIFE,Mar-21,23878.0,23878.0,1.0,Strong
SBILIFE,Mar-22,21852.0,21852.0,1.0,Strong
SBILIFE,Mar-23,28656.0,28656.0,1.0,Strong
SBILIFE,Mar-24,29122.0,29122.0,1.0,Strong
SBIN,Mar-13,24332.0,,,Unknown
SBIN,Mar-14,19142.0,,,Unknown
SBIN,Mar-15,26297.0,,,Unknown
SBIN,Mar-16,14477.0,,,Unknown
SBIN,Mar-17,77406.0,,,Unknown
SBIN,Mar-18,-96508.0,,,Unknown
SBIN,Mar-19,29556.0,,,Unknown
SBIN,Mar-20,23929.0,,,Unknown
SBIN,Mar-21,89919.0,,,Unknown
SBIN,Mar-22,57695.0,,,Unknown
SBIN,Mar-23,-86014.0,,,Unknown
SBIN,Mar-24,21632.0,,,Unknown
